Last_promotion_gsp,Years@Current Mangers,Education,EducationField,Employee_ID,Env_Satisfaction,Gender,HourlyRate,Job_Involvement,JobLevel,JobRole,Job satisfac,Marital Status,Monthly Income,Company Changed,18Yrs,Over Time,PercentSalaryHike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Training time spent,Work LifeBalance,Years @company,Years@Current role,BusinessTravel,Dept,Travel_distance,Attrition
1,0,College,Life Sciences,6760,4,Male,42,3,1,Laboratory Technician,4,Married,1802,1,Y,Yes,23,4,3,80,1,1,2,3,1,0,Travel_Frequently,Research & Development,2,No
2,12,Master,Life Sciences,6762,3,Female,79,3,5,Manager,3,Married,18141,0,Y,No,14,3,4,80,0,21,1,3,20,15,Travel_Rarely,Sales,2,No
1,2,Bachelor,Life Sciences,6764,2,Female,3345,3,1,Research Scientist,4,Divorced,2986,1,Y,No,22,4,2,80,2,3,2,1,3,2,Travel_Rarely,Research & Development,23,No
2,4,Bachelor,Life Sciences,6766,3,Male,53,3,1,Laboratory Technician,4,Married,2197,3,Y,No,15,3,3,80,1,9,2,1,5,3,Non-Travel,Research & Development,3,No
16,7,Master,Life Sciences,6773,2,Male,88,2,4,Manager,3,Married,17146,0,Y,No,15,3,2,80,1,28,1,3,27,10,Travel_Rarely,Research & Development,29,No
1,1,Bachelor,Life Sciences,6779,1,Male,51,3,4,Research Director,3,Married,17961,5,Y,No,13,3,3,80,0,26,1,1,3,2,Travel_Rarely,Research & Development,2,No
5,3,Bachelor,Life Sciences,6781,4,Male,46,1,1,Laboratory Technician,3,Single,4330,0,Y,No,15,3,3,80,0,6,1,3,5,4,Travel_Rarely,Research & Development,22,No
1,0,Master,Life Sciences,6782,3,Female,42,3,2,Laboratory Technician,3,Single,3880,6,Y,No,11,3,3,80,0,19,2,3,1,0,Travel_Rarely,Research & Development,8,No
6,7,Master,Life Sciences,6783,4,Male,62,2,1,Research Scientist,3,Divorced,2868,2,Y,No,12,3,3,80,1,14,2,3,7,3,Travel_Rarely,Research & Development,2,No
1,8,Below College,Life Sciences,6785,3,Male,33,3,3,Manufacturing Director,2,Divorced,10748,1,Y,No,25,4,4,80,1,13,5,4,13,8,Travel_Rarely,Research & Development,9,No
1,0,Bachelor,Life Sciences,6790,4,Male,72,3,3,Healthcare Representative,3,Married,7732,3,Y,Yes,12,3,3,80,0,10,1,3,8,7,Travel_Rarely,Research & Development,16,No
1,0,Bachelor,Life Sciences,6791,1,Male,66,3,3,Healthcare Representative,3,Married,9924,2,Y,No,12,3,1,80,0,12,1,3,1,0,Travel_Frequently,Research & Development,20,Yes
8,7,Phd,Life Sciences,6801,1,Female,45,3,4,Manager,2,Single,16935,2,Y,No,23,4,4,80,0,37,1,3,10,9,Travel_Rarely,Sales,18,No
2,10,College,Life Sciences,6803,4,Male,6,3,2,Sales Executive,4,Single,6330,6,Y,No,14,3,4,80,0,16,2,3,14,3,Non-Travel,Sales,10,No
6,13,Bachelor,Life Sciences,6805,2,Female,75,3,4,Manufacturing Director,3,Single,13337,6,Y,No,15,3,3,80,0,22,2,3,20,6,Travel_Rarely,Research & Development,6,No
1,7,Below College,Life Sciences,6806,3,Female,48,3,1,Laboratory Technician,3,Married,3855,1,Y,No,11,3,1,80,1,8,2,3,8,3,Travel_Frequently,Research & Development,8,No
1,5,Below College,Life Sciences,6808,2,Male,77,3,2,Sales Executive,4,Single,6682,3,Y,Yes,13,3,3,80,0,10,1,4,6,5,Travel_Rarely,Sales,2,No
2,0,Master,Life Sciences,6812,2,Female,58,3,1,Human Resources,3,Divorced,2841,0,Y,Yes,11,3,2,80,1,8,1,2,7,7,Travel_Frequently,Human Resources,17,Yes
1,1,Bachelor,Life Sciences,6817,3,Male,44,2,3,Manager,4,Divorced,11657,8,Y,No,21,4,3,80,1,10,2,2,5,4,Travel_Rarely,Sales,7,No
6,7,Master,Life Sciences,6825,4,Male,74,4,2,Sales Executive,4,Single,5437,1,Y,No,12,3,4,80,0,10,2,3,10,7,Travel_Rarely,Sales,21,No
12,8,Phd,Life Sciences,6829,2,Female,91,3,4,Manager,1,Married,16695,6,Y,No,16,3,2,80,1,22,1,3,18,16,Travel_Rarely,Sales,2,No
5,3,Master,Life Sciences,6839,2,Female,65,3,2,Manufacturing Director,2,Married,6547,5,Y,No,12,3,2,80,1,8,1,2,6,5,Travel_Rarely,Research & Development,1,No
1,9,Master,Life Sciences,6842,4,Male,58,2,5,Research Director,3,Divorced,19602,1,Y,Yes,17,3,3,80,1,31,4,3,31,9,Travel_Rarely,Research & Development,18,No
2,2,Bachelor,Life Sciences,6851,1,Female,55,3,1,Laboratory Technician,3,Married,2986,1,Y,Yes,16,3,4,80,1,6,3,3,6,3,Travel_Frequently,Research & Development,7,Yes
1,0,Master,Life Sciences,6852,2,Male,74,2,1,Sales Representative,1,Married,2133,1,Y,No,18,3,3,80,1,1,1,4,1,0,Travel_Frequently,Sales,12,Yes
2,3,College,Life Sciences,6853,2,Male,83,2,1,Research Scientist,4,Married,3722,1,Y,Yes,13,3,4,80,1,6,2,3,6,5,Travel_Rarely,Research & Development,1,No
1,0,Bachelor,Life Sciences,6861,4,Female,83,2,1,Research Scientist,2,Single,2936,1,Y,No,13,3,4,80,0,1,0,4,1,0,Travel_Rarely,Research & Development,1,No
3,2,Master,Life Sciences,6863,3,Female,81,3,2,Healthcare Representative,4,Married,4189,1,Y,No,13,3,2,80,2,10,3,3,10,2,Travel_Rarely,Research & Development,2,No
1,0,Below College,Life Sciences,6866,3,Female,43,3,1,Research Scientist,1,Single,2719,2,Y,No,17,3,4,80,0,8,2,2,0,0,Travel_Rarely,Research & Development,1,No
1,2,Master,Life Sciences,6868,4,Female,40,2,4,Manager,1,Married,15502,6,Y,No,11,3,1,80,1,21,2,1,3,2,Travel_Rarely,Research & Development,1,No
1,2,Master,Life Sciences,6869,1,Female,50,2,2,Human Resources,3,Single,6085,3,Y,No,11,3,2,80,0,10,0,4,2,2,Travel_Rarely,Human Resources,1,No
1,5,Master,Life Sciences,6883,1,Female,92,3,2,Research Scientist,4,Married,6422,1,Y,Yes,12,3,4,80,1,6,1,2,6,4,Travel_Rarely,Research & Development,9,No
9,8,Phd,Life Sciences,6887,2,Male,42,3,1,Research Scientist,4,Married,2791,1,Y,No,12,3,4,80,1,10,3,2,10,9,Travel_Rarely,Research & Development,1,No
1,0,Master,Life Sciences,6888,1,Female,100,3,2,Sales Executive,1,Married,4386,1,Y,No,14,3,4,80,2,5,3,3,1,1,Travel_Frequently,Sales,26,Yes
1,2,Bachelor,Life Sciences,6890,3,Female,71,3,1,Laboratory Technician,4,Married,2759,1,Y,Yes,13,3,3,80,1,3,1,3,3,2,Travel_Rarely,Research & Development,6,No
12,8,Master,Life Sciences,6895,2,Male,82,1,2,Research Scientist,4,Single,6746,1,Y,No,13,3,2,80,0,17,2,3,17,11,Travel_Rarely,Research & Development,6,No
5,7,Bachelor,Life Sciences,6896,3,Male,30,3,2,Healthcare Representative,4,Divorced,7825,2,Y,No,23,4,3,80,1,15,1,1,13,11,Travel_Frequently,Research & Development,6,No
10,7,Bachelor,Life Sciences,6906,1,Male,70,3,1,Research Scientist,1,Single,3448,1,Y,Yes,11,3,1,80,0,10,2,3,10,8,Travel_Frequently,Research & Development,3,Yes
1,0,Bachelor,Life Sciences,6908,3,Male,41,2,1,Laboratory Technician,3,Married,1381,1,Y,No,18,3,3,80,2,1,2,3,1,0,Non-Travel,Research & Development,3,No
2,2,Bachelor,Life Sciences,6911,4,Male,57,4,2,Sales Executive,2,Married,4951,0,Y,No,22,4,3,80,1,4,3,3,3,2,Travel_Rarely,Sales,8,No
3,8,Master,Life Sciences,6914,2,Male,0,1,1,Research Scientist,4,Divorced,2820,1,Y,No,18,3,4,80,1,10,4,3,10,7,Travel_Frequently,Research & Development,1,No
1,0,College,Life Sciences,6919,4,Male,80,4,1,Research Scientist,4,Single,4780,2,Y,No,17,3,1,80,0,4,1,3,1,0,Travel_Rarely,Research & Development,10,No
3,0,College,Life Sciences,6924,1,Female,65,3,2,Sales Executive,3,Single,4677,8,Y,No,14,3,1,80,0,4,2,3,2,2,Travel_Rarely,Sales,3,Yes
2,8,Master,Life Sciences,6928,2,Female,33,4,2,Healthcare Representative,4,Single,7725,0,Y,No,13,3,3,80,0,10,3,2,9,7,Travel_Rarely,Research & Development,1,No
1,7,College,Life Sciences,6929,3,Female,68,3,3,Manufacturing Director,1,Married,7512,1,Y,No,11,3,4,80,0,9,2,3,9,7,Travel_Rarely,Research & Development,1,No
8,7,College,Life Sciences,6931,3,Female,39,3,3,Research Director,4,Single,11259,2,Y,No,15,3,4,80,0,10,5,3,7,7,Travel_Rarely,Research & Development,3,No
2,12,Master,Life Sciences,6933,4,Male,48,2,3,Sales Executive,1,Married,10575,4,Y,Yes,21,4,3,80,1,20,1,3,18,13,Travel_Frequently,Sales,5,No
2,3,Bachelor,Life Sciences,6934,3,Male,59,4,4,Research Director,3,Married,14914,2,Y,No,19,3,3,80,0,32,2,3,5,1,Travel_Rarely,Research & Development,7,No
2,7,College,Life Sciences,6937,4,Male,32,3,3,Manufacturing Director,1,Divorced,8893,1,Y,No,21,4,3,80,2,9,3,2,9,7,Travel_Frequently,Research & Development,10,No
4,7,College,Life Sciences,6945,1,Female,67,1,1,Research Scientist,2,Single,2316,6,Y,Yes,13,3,4,80,0,10,3,3,7,7,Travel_Rarely,Research & Development,1,Yes
1,5,Bachelor,Life Sciences,6946,1,Female,63,4,3,Research Director,1,Married,11813,8,Y,No,14,3,1,80,1,10,1,3,8,7,Non-Travel,Research & Development,8,No
1,0,Bachelor,Life Sciences,6947,3,Female,0,3,3,Manufacturing Director,3,Single,7961,3,Y,Yes,14,3,4,80,0,10,3,4,1,0,Travel_Rarely,Research & Development,1,No
1,0,Bachelor,Life Sciences,6953,3,Male,99,3,1,Sales Representative,3,Single,2742,1,Y,No,11,3,3,80,0,1,5,3,1,0,Travel_Rarely,Sales,10,No
3,2,Bachelor,Life Sciences,6958,4,Male,47,2,2,Sales Executive,4,Married,6904,2,Y,No,18,3,3,80,1,7,4,3,2,2,Travel_Frequently,Sales,15,No
3,2,Bachelor,Life Sciences,6973,4,Male,86,3,2,Laboratory Technician,4,Single,2550,1,Y,No,17,3,4,80,0,19,3,3,2,2,Travel_Rarely,Research & Development,6,No
1,0,Master,Life Sciences,6975,4,Female,61,3,2,Healthcare Representative,1,Divorced,5193,1,Y,No,11,3,1,80,1,16,1,4,1,0,Non-Travel,Research & Development,2,No
5,7,Master,Life Sciences,6976,1,Male,80,3,2,Laboratory Technician,4,Married,5409,1,Y,No,15,3,4,80,2,10,1,3,10,8,Travel_Frequently,Research & Development,24,No
1,0,Phd,Life Sciences,6979,2,Female,32,3,2,Manufacturing Director,1,Divorced,5221,2,Y,No,14,3,3,80,1,7,2,3,0,0,Travel_Rarely,Research & Development,8,No
2,3,College,Life Sciences,6989,2,Female,77,4,2,Sales Executive,3,Single,6497,3,Y,Yes,12,3,4,80,0,8,1,3,5,4,Travel_Frequently,Sales,27,Yes
1,9,Master,Life Sciences,6993,1,Male,76,2,3,Sales Executive,1,Single,7687,1,Y,No,15,3,2,80,0,10,0,3,10,7,Non-Travel,Sales,8,No
3,0,College,Life Sciences,6996,1,Female,71,1,1,Laboratory Technician,4,Divorced,4464,2,Y,No,14,3,1,80,1,5,1,3,2,2,Travel_Frequently,Research & Development,1,No
2,3,Master,Life Sciences,7001,2,Female,72,4,1,Research Scientist,4,Single,3380,1,Y,No,16,3,3,80,0,10,1,3,4,2,Travel_Rarely,Research & Development,1,No
5,3,Below College,Life Sciences,7006,4,Female,82,3,1,Research Scientist,1,Divorced,2882,0,Y,Yes,13,3,2,80,2,6,2,2,5,3,Travel_Rarely,Research & Development,10,No
5,12,Master,Life Sciences,7007,1,Female,75,4,2,Manufacturing Director,1,Single,6080,5,Y,Yes,12,3,4,80,0,17,1,3,15,7,Travel_Frequently,Research & Development,2,No
1,2,Master,Life Sciences,7009,1,Female,72,3,1,Sales Representative,4,Married,2672,1,Y,No,16,3,2,80,1,3,0,2,3,2,Travel_Rarely,Sales,8,No
1,2,Bachelor,Life Sciences,7010,4,Male,38,1,1,Laboratory Technician,3,Married,3933,2,Y,No,21,4,3,80,2,7,1,3,2,2,Travel_Rarely,Research & Development,1,No
2,2,College,Life Sciences,7012,3,Female,93,3,2,Sales Executive,1,Married,6600,4,Y,No,17,3,2,80,1,6,0,3,3,2,Travel_Rarely,Sales,8,No
15,9,Bachelor,Life Sciences,7013,2,Male,66,3,5,Manager,4,Divorced,18530,1,Y,No,13,3,2,80,1,24,3,2,24,7,Travel_Frequently,Research & Development,8,No
1,0,Bachelor,Life Sciences,7015,3,Male,63,4,1,Laboratory Technician,1,Married,1701,1,Y,Yes,21,4,3,80,2,1,1,3,0,0,Travel_Rarely,Research & Development,6,Yes
1,0,Bachelor,Life Sciences,7016,3,Male,60,2,1,Laboratory Technician,2,Divorced,2794,1,Y,No,11,3,3,80,3,1,3,3,1,0,Non-Travel,Research & Development,9,No
2,4,Master,Life Sciences,7017,4,Female,82,3,2,Laboratory Technician,3,Married,3249,7,Y,No,20,4,2,80,1,9,2,3,5,2,Travel_Rarely,Research & Development,11,No
1,0,College,Life Sciences,7020,2,Female,36,2,1,Laboratory Technician,1,Married,2419,1,Y,Yes,11,3,4,80,1,1,0,3,1,0,Travel_Rarely,Research & Development,1,Yes
1,7,College,Life Sciences,7028,3,Male,81,4,1,Research Scientist,3,Married,2800,1,Y,No,24,4,3,80,1,10,2,3,10,7,Travel_Rarely,Research & Development,23,No
14,8,Master,Life Sciences,7029,4,Male,31,3,5,Research Director,2,Single,19346,6,Y,Yes,12,3,4,80,0,40,1,3,31,15,Travel_Rarely,Research & Development,2,Yes
3,2,Master,Life Sciences,7030,4,Female,40,4,1,Research Scientist,3,Single,2606,2,Y,No,13,3,3,80,0,7,0,3,2,2,Travel_Rarely,Research & Development,1,No
1,2,College,Life Sciences,7031,4,Female,43,2,2,Manufacturing Director,4,Married,6162,8,Y,Yes,13,3,4,80,1,8,3,3,4,3,Travel_Rarely,Research & Development,1,No
7,8,Bachelor,Life Sciences,7034,3,Female,98,2,2,Manufacturing Director,3,Married,6262,1,Y,No,12,3,3,80,1,14,2,3,14,13,Travel_Rarely,Research & Development,4,No
1,0,Bachelor,Life Sciences,7038,2,Female,95,2,1,Research Scientist,3,Single,2374,1,Y,No,14,3,4,80,0,1,2,3,1,0,Travel_Rarely,Research & Development,2,No
8,8,Bachelor,Life Sciences,7040,2,Male,98,3,2,Manufacturing Director,2,Married,4534,1,Y,No,13,3,4,80,1,10,2,2,9,8,Travel_Rarely,Research & Development,29,No
2,2,Bachelor,Life Sciences,7041,1,Male,45,2,2,Healthcare Representative,1,Divorced,6388,1,Y,No,15,3,3,80,1,13,2,2,4,3,Travel_Frequently,Research & Development,12,No
2,3,Master,Life Sciences,7042,3,Female,100,2,1,Research Scientist,4,Single,2653,1,Y,No,16,3,3,80,0,6,2,3,5,2,Travel_Frequently,Research & Development,16,No
2,0,College,Life Sciences,7047,2,Male,94,3,4,Research Director,1,Married,17259,5,Y,No,24,4,3,80,1,22,2,3,4,1,Travel_Rarely,Research & Development,14,No
5,11,College,Life Sciences,7061,2,Male,56,3,2,Sales Executive,4,Married,6301,1,Y,Yes,14,3,4,80,1,18,0,2,18,14,Travel_Rarely,Sales,1,No
1,3,Master,Life Sciences,7063,2,Male,73,3,2,Sales Executive,4,Divorced,4503,1,Y,No,11,3,3,80,1,8,2,2,5,2,Travel_Rarely,Sales,13,No
1,3,Master,Life Sciences,7065,2,Male,0,2,1,Research Scientist,4,Divorced,3861,8,Y,No,12,3,2,80,1,10,2,2,5,4,Travel_Frequently,Research & Development,5,No
3,2,College,Life Sciences,7076,4,Male,33,2,2,Manufacturing Director,4,Married,4875,5,Y,No,22,4,1,80,2,4,1,1,2,2,Travel_Rarely,Research & Development,1,No
1,2,Master,Life Sciences,7078,1,Male,62,4,1,Laboratory Technician,4,Married,2918,1,Y,Yes,24,4,3,80,1,10,1,2,3,2,Travel_Rarely,Research & Development,8,No
1,3,Bachelor,Life Sciences,7082,1,Male,77,2,1,Human Resources,1,Married,2442,0,Y,No,21,4,3,80,0,6,2,3,5,4,Travel_Rarely,Human Resources,8,No
6,15,Bachelor,Life Sciences,7084,4,Female,66,2,3,Manufacturing Director,3,Married,10785,1,Y,Yes,20,4,2,80,1,17,1,3,17,14,Travel_Rarely,Research & Development,9,No
8,8,Master,Life Sciences,7085,4,Female,96,3,1,Research Scientist,2,Divorced,2122,1,Y,Yes,19,3,1,80,1,10,2,2,10,2,Travel_Frequently,Research & Development,25,Yes
1,2,Bachelor,Life Sciences,7086,4,Male,61,3,1,Laboratory Technician,4,Divorced,2414,0,Y,No,12,3,2,80,1,4,1,3,3,0,Non-Travel,Research & Development,1,No
4,4,Below College,Life Sciences,7092,1,Male,46,2,1,Laboratory Technician,4,Married,3262,0,Y,No,17,3,4,80,0,6,1,2,5,2,Non-Travel,Research & Development,4,No
6,3,College,Life Sciences,7093,2,Male,48,3,2,Sales Executive,2,Married,6624,1,Y,No,14,3,4,80,1,10,2,3,10,8,Travel_Frequently,Sales,5,No
2,3,Bachelor,Life Sciences,7098,3,Female,95,4,2,Laboratory Technician,4,Married,5331,1,Y,Yes,13,3,2,80,1,17,0,2,5,3,Travel_Rarely,Research & Development,3,No
1,2,Master,Life Sciences,7099,4,Male,48,3,1,Research Scientist,4,Married,2456,2,Y,Yes,19,3,2,80,1,8,1,3,6,4,Travel_Rarely,Research & Development,11,No
4,8,Master,Life Sciences,7105,4,Female,72,3,4,Research Director,4,Single,14375,5,Y,No,18,3,3,80,0,33,0,3,12,9,Travel_Rarely,Research & Development,23,No
3,2,Bachelor,Life Sciences,7106,4,Female,33,3,2,Healthcare Representative,4,Married,5662,3,Y,No,13,3,2,80,1,12,1,2,5,2,Travel_Frequently,Research & Development,1,No
15,7,Master,Life Sciences,7109,1,Male,4,3,4,Manager,1,Divorced,18024,1,Y,No,11,3,4,80,1,31,2,3,31,6,Non-Travel,Research & Development,2,No
1,4,Bachelor,Life Sciences,7113,4,Female,42,2,2,Human Resources,4,Married,5304,7,Y,No,11,3,3,80,2,13,1,3,5,4,Travel_Rarely,Human Resources,2,No
1,1,Master,Life Sciences,7115,1,Male,87,3,1,Laboratory Technician,4,Single,2895,1,Y,Yes,24,4,3,80,0,1,1,1,1,0,Travel_Rarely,Research & Development,25,Yes
8,1,College,Life Sciences,7117,2,Male,61,3,1,Research Scientist,1,Married,2659,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,Travel_Rarely,Research & Development,9,No
1,0,Below College,Life Sciences,7122,4,Male,57,2,1,Laboratory Technician,4,Divorced,2480,8,Y,Yes,14,3,4,80,1,3,2,2,1,0,Travel_Frequently,Research & Development,2,Yes
1,0,Bachelor,Life Sciences,7124,1,Female,55,3,2,Manufacturing Director,2,Divorced,4865,3,Y,No,21,4,3,80,1,4,1,4,1,0,Travel_Rarely,Research & Development,8,No
5,11,Below College,Life Sciences,7128,3,Male,68,3,2,Healthcare Representative,4,Married,6686,0,Y,Yes,17,3,1,80,1,17,1,2,16,8,Travel_Rarely,Research & Development,14,No
2,2,Master,Life Sciences,7129,4,Female,65,2,1,Sales Representative,4,Single,3394,1,Y,Yes,18,3,1,80,0,3,2,2,3,2,Travel_Rarely,Sales,2,No
1,2,Below College,Life Sciences,7130,2,Female,34,3,2,Manufacturing Director,3,Married,4271,0,Y,Yes,19,3,1,80,1,4,2,4,3,2,Travel_Rarely,Research & Development,3,Yes
2,0,Master,Life Sciences,7131,2,Female,57,1,1,Laboratory Technician,4,Divorced,2878,3,Y,Yes,13,3,3,80,1,10,0,2,7,7,Travel_Rarely,Research & Development,2,Yes
1,0,Bachelor,Life Sciences,7137,2,Female,76,3,1,Research Scientist,3,Single,2418,1,Y,No,19,3,3,80,0,1,1,3,1,1,Travel_Rarely,Research & Development,4,No
2,0,Bachelor,Life Sciences,7138,2,Male,83,3,1,Laboratory Technician,2,Divorced,2108,1,Y,No,14,3,2,80,2,1,2,3,1,0,Travel_Rarely,Research & Development,10,No
6,2,Master,Life Sciences,7145,2,Male,41,2,1,Sales Representative,3,Married,2429,2,Y,No,15,3,2,80,0,13,1,4,7,7,Travel_Rarely,Sales,7,No
1,7,Below College,Life Sciences,7146,4,Female,51,3,2,Healthcare Representative,4,Married,4114,1,Y,Yes,25,4,4,80,1,10,1,1,10,6,Travel_Rarely,Research & Development,21,No
1,2,Bachelor,Life Sciences,7155,3,Female,70,2,1,Laboratory Technician,2,Married,2432,5,Y,No,20,4,3,80,0,5,2,3,3,0,Non-Travel,Research & Development,1,No
4,7,Below College,Life Sciences,7171,3,Male,6,2,3,Sales Executive,4,Married,10425,1,Y,Yes,11,3,1,80,1,16,5,3,16,7,Travel_Rarely,Sales,3,Yes
2,4,Bachelor,Life Sciences,7173,2,Female,42,2,2,Healthcare Representative,4,Single,7049,0,Y,No,14,3,1,80,0,6,2,3,5,0,Travel_Rarely,Research & Development,1,No
12,7,Master,Life Sciences,7174,1,Male,46,2,3,Sales Executive,3,Married,10709,4,Y,No,11,3,3,80,0,17,1,1,14,1,Travel_Rarely,Sales,1,Yes
1,8,College,Life Sciences,7176,3,Male,57,3,2,Laboratory Technician,2,Married,4547,1,Y,No,12,3,2,80,0,9,4,2,9,7,Non-Travel,Research & Development,4,No
8,8,College,Life Sciences,7180,4,Male,70,3,4,Manager,4,Married,17199,1,Y,No,15,3,2,80,1,26,1,2,9,8,Travel_Rarely,Research & Development,1,No
1,8,Master,Life Sciences,7188,4,Male,92,3,3,Sales Executive,4,Divorced,7923,5,Y,No,13,3,2,80,1,12,1,,10,9,Travel_Rarely,Sales,3,No
1,7,Phd,Life Sciences,7189,2,Male,41,4,3,Sales Executive,3,Single,7980,0,Y,No,18,3,4,80,0,9,2,3,8,7,Travel_Rarely,Sales,2,No
1,0,Bachelor,Life Sciences,7190,2,Female,100,4,4,Sales Executive,2,Single,13294,3,Y,Yes,16,3,4,80,0,22,1,2,1,0,Non-Travel,Sales,24,Yes
7,0,Bachelor,Life Sciences,7196,4,Male,7,3,4,Manager,3,Single,17544,1,Y,No,11,3,4,80,0,10,1,3,10,8,Non-Travel,Sales,17,No
1,0,Bachelor,Life Sciences,7198,4,Female,92,2,1,Research Scientist,1,Single,2504,5,Y,Yes,20,4,3,80,0,3,4,3,0,0,Travel_Rarely,Research & Development,10,Yes
1,2,Below College,Life Sciences,7199,2,Female,53,3,1,Research Scientist,4,Single,3552,2,Y,No,18,3,1,80,0,5,3,3,3,2,Travel_Rarely,Research & Development,13,No
1,8,College,Life Sciences,7206,4,Male,42,3,2,Laboratory Technician,1,Married,3733,1,Y,Yes,15,3,3,80,1,9,1,3,9,8,Non-Travel,Research & Development,23,No
1,7,College,Life Sciences,7207,4,Female,83,3,2,Sales Executive,4,Single,4263,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,Travel_Rarely,Sales,4,No
1,1,Bachelor,Life Sciences,7208,1,Female,48,3,1,Research Scientist,3,Married,2232,3,Y,Yes,11,3,2,80,0,7,1,3,5,2,Travel_Rarely,Research & Development,22,Yes
2,5,Bachelor,Life Sciences,7209,4,Male,95,3,4,Manufacturing Director,3,Married,14073,2,Y,Yes,18,3,4,80,1,22,1,3,12,11,Travel_Rarely,Research & Development,24,No
1,3,Below College,Life Sciences,7215,3,Female,96,3,2,Manufacturing Director,1,Married,4248,1,Y,No,12,3,3,80,1,4,0,3,4,3,Travel_Frequently,Research & Development,1,No
1,0,College,Life Sciences,7216,2,Male,73,3,1,Research Scientist,4,Single,1151,1,Y,No,15,3,4,80,0,0,1,3,0,0,Non-Travel,Research & Development,5,No
2,7,College,Life Sciences,7219,2,Female,73,4,3,Research Director,1,Married,11516,0,Y,Yes,12,3,3,80,3,9,3,2,8,7,Travel_Rarely,Research & Development,8,No
2,1,Below College,Life Sciences,7223,2,Male,94,1,1,Laboratory Technician,1,Married,2551,1,Y,No,15,3,1,80,1,4,2,2,4,3,Travel_Rarely,Research & Development,8,No
3,2,Bachelor,Life Sciences,7226,1,Male,97,2,2,Healthcare Representative,3,Single,4340,1,Y,No,13,3,4,80,0,19,0,3,2,2,Travel_Rarely,Research & Development,6,No
5,8,Master,Life Sciences,7228,3,Male,78,2,3,Healthcare Representative,3,Single,11099,6,Y,No,14,3,2,80,0,27,2,3,15,11,Travel_Rarely,Research & Development,4,No
12,8,Below College,Life Sciences,7230,4,Female,65,2,4,Manufacturing Director,4,Married,12842,1,Y,No,16,3,3,80,1,21,2,3,21,6,Travel_Rarely,Research & Development,1,No
3,2,Master,Life Sciences,7231,1,Female,47,3,2,Manufacturing Director,4,Married,4327,0,Y,No,18,3,2,80,1,4,1,3,3,2,Travel_Rarely,Research & Development,2,No
1,0,Bachelor,Life Sciences,7234,1,Male,8,3,1,Laboratory Technician,4,Married,2480,3,Y,No,18,3,2,80,0,8,4,3,1,0,Travel_Rarely,Research & Development,9,No
5,3,Bachelor,Life Sciences,7236,3,Female,69,2,4,Manufacturing Director,4,Single,13826,2,Y,Yes,13,3,1,80,0,30,3,3,5,3,Travel_Rarely,Research & Development,2,No
6,10,Below College,Life Sciences,7239,2,Female,55,1,5,Research Director,3,Divorced,20073,1,Y,No,22,4,2,80,2,21,2,3,21,16,Non-Travel,Research & Development,7,No
1,0,Master,Life Sciences,7240,2,Male,42,3,2,Sales Executive,4,Single,6961,7,Y,Yes,12,3,3,80,0,19,0,3,1,0,Travel_Rarely,Sales,3,No
1,13,Bachelor,Life Sciences,7244,4,Female,95,3,2,Sales Executive,3,Married,6447,0,Y,No,12,3,1,80,1,19,2,3,18,7,Non-Travel,Sales,1,No
16,14,Master,Life Sciences,7246,3,Female,43,4,1,Laboratory Technician,1,Single,2843,1,Y,No,16,3,3,80,0,18,0,3,17,13,Travel_Rarely,Research & Development,16,Yes
3,2,Below College,Life Sciences,7248,2,Female,88,2,1,Sales Representative,4,Single,2442,0,Y,No,19,3,4,80,0,3,1,2,2,2,Non-Travel,Sales,8,No
2,1,College,Life Sciences,7249,4,Female,90,3,4,Manager,4,Married,17750,2,Y,No,13,3,2,80,1,26,3,4,9,3,Travel_Rarely,Sales,11,No
2,2,Bachelor,Life Sciences,7257,1,Male,57,3,1,Research Scientist,1,Married,2142,5,Y,Yes,14,3,2,80,1,6,1,3,3,2,Travel_Frequently,Research & Development,2,Yes
1,0,Master,Life Sciences,7259,3,Female,87,3,1,Sales Representative,3,Married,2320,1,Y,Yes,19,3,4,80,1,1,1,3,1,1,Travel_Rarely,Sales,10,No
8,0,Master,Life Sciences,7274,3,Female,8,2,3,Sales Executive,3,Married,10786,5,Y,No,11,3,2,80,1,13,3,3,9,4,Travel_Rarely,Sales,2,No
2,0,Bachelor,Life Sciences,7283,3,Female,36,2,1,Laboratory Technician,1,Single,1516,1,Y,No,13,3,1,80,0,1,5,2,1,0,Travel_Rarely,Research & Development,10,Yes
2,7,Master,Life Sciences,7284,4,Female,74,2,2,Research Scientist,1,Divorced,4715,7,Y,Yes,23,4,1,80,3,19,1,3,16,13,Travel_Rarely,Research & Development,8,No
